CustGender,CustLocation,Age,CustAccountBalance
M,DELHI,48,173783.43
M,NAGPUR,33,86.45
M,GREATER NOIDA,50,445.1
F,GURGAON,31,0.2
M,GREATER NOIDA,32,14.99
M,NEW DELHI,38,85870.9
M,ALMORA,36,2184.87
M,GURGAON,35,2313.72
M,KOLKATA,29,1904.27
F,MUMBAI,43,3126.3
M,RANGA REDDY,37,91403.38
M,SHAMLI,35,2000.0
M,GURGAON,36,14744.6
M,VERNA,37,300729.1
M,GURGAON,32,183002.7
M,CHENNAI,41,1471.16
M,SILIGURI,45,24930.0
M,DEORIA,33,3402.16
F,SIVAGANGAI DT,29,3434.7
M,AHMEDABAD,32,69018.71
F,NEW DELHI,66,65121.08
F,KARNAL,35,3167.29
M,CHENNAI,60,60088.63
M,JABALPUR,36,7968.34
F,ERNAKULAM,47,194.58
M,SAS NAGAR,35,7881.2
F,BANGALORE,34,304582.6
F,AMBALA,57,5196.33
M,KURLA W MUMBAI,31,16406.48
M,NEW DELHI,39,104.84
M,BANGALORE,30,13626.38
F,HYDERABAD,32,12862.96
M,CHENNAI,40,15983.76
F,NOIDA,38,2707.36
M,AHMEDABAD,47,62283.32
M,MUZAFFARPUR,30,14471.45
M,GURGAON,31,69.93
M,BHAVNAGAR,45,8408.87
M,BANGALORE,32,5833.66
M,NEW DELHI,37,8021.63
M,REWARI,35,14593.47
M,PUNE,41,4087.48
M,OPP-KALIBARI GANGTOK,52,18147.13
F,MUMBAI,50,12960.3
M,MEDAK DIST,33,1004.51
M,MOHALI,44,20265.21
F,THANE,36,101614.46
F,KOLHAPUR,30,4883.49
M,NOIDA,32,13685.51
M,NIZAMABAD,32,16394.86
M,SITAMARHI,30,6074.81
M,NOIDA,38,2183.8
M,UNNAO,42,2748.08
F,NOIDA,30,209562.67
M,DELHI,34,15858.51
M,NEW DELHI,38,3124.23
M,THANE,32,93877.05
M,ALLAHABAD,42,12454.51
F,ANANTAPUR,30,2670.0
M,SURAT,35,10468.51
M,PUNE,31,13.75
F,KANPUR,56,29382.18
M,SRIKAKULAM,37,28425.11
F,BHUBANESWAR,42,88786.74
M,NAVI MUMBAI,31,228714.84
M,NALGONDA,28,2563.37
M,MANGALORE,44,20588.42
M,NEW DELHI,28,36365.93
M,WARANGAL,31,108.98
M,HYDERABAD,35,14969.27
M,FARIDABAD,29,5692.45
M,BAREILLY,59,15276.26
M,ANDHERI EAST MUMBAI,30,6532.66
M,HYDERABAD,36,592.14
F,NORTH 24 PARGANAS,45,157.6
M,VARANASI,31,103.75
M,MUMBAI,40,50899.55
F,DELHI,46,17791.06
M,LUDHIANA,39,43563.54
M,JAIPUR,30,4573.05
F,ERNAKULAM,47,3850.15
M,GURGAON,60,6852.62
F,PURBA MEDINIPUR,35,235.15
M,JAIPUR,27,4.32
M,PUNE,49,4710.91
M,CHANDAULI,32,402.42
F,GURGAON,29,80128.29
M,MUMBAI,32,131857.63
M,NEW DELHI,38,7553.9
M,NEW DELHI,35,299.87
M,MUMBAI,46,7174.44
M,CHENNAI,33,12453.94
M,AGRA,46,45986.7
M,HOSHANGABAD,28,5470.69
M,MUMBAI,42,86.09
F,JAMSHEDPUR,35,1059.77
M,JAIPUR,31,532.61
F,NOIDA,28,4.41
F,PUNE,37,431830.55
F,BANGALORE,31,12001.89
M,HANUMANGARH,32,7916.26
M,BANGALORE,52,75.12
M,VIRUDHUNAGAR,30,608.96
M,BURDWAN,30,9990.61
F,BANGALORE,48,306262.92
M,THANE,41,31348.22
M,MUMBAI,43,5203.53
M,DUNDAHERA GURGAON,35,95120.68
M,DELHI,35,14421.58
M,SAMBHAL,37,80402.15
M,DELHI,29,9.75
M,MUMBAI,34,62433.94
M,NOIDA,30,1403.9
M,KOLKATA,33,10885.58
M,NOIDA,30,5065.9
M,BARIATU ROAD RANCHI RANCHI,38,22128.11
M,NEW DELHI,26,30145.26
F,DELHI,28,31445.33
M,AURANGABAD,49,23972.53
M,MUMBAI,47,22039.23
M,BHUBANESHWAR,36,69558.32
F,KOLKATA,38,1713.55
M,SION E MUMBAI,43,17843.8
M,KOCHI,34,680.1
F,MOHALI,37,22160.7
M,PUNE,38,6427.59
M,BAGESHWAR,32,2734.07
M,KOLKATA,50,23758.62
M,THANE,42,4311.95
F,HYDERABAD,32,3884.4
M,BARODA,39,7143.38
F,BENGALURU,33,6853.76
M,THIRUVARUR,30,20440.07
M,BANGALORE,57,7271463.57
M,KOZHIKODE,45,10764.7
M,JODHPUR,35,11434.7
F,SHIMLA,34,27589.26
F,NEW DELHI,62,23889.52
M,KOLKATA,53,206502.44
M,MOHALI,28,11570.22
M,NEW DELHI,31,26027.0
M,THANE,39,61664.32
M,KANGRA,32,4000.48
M,KOLKATA,41,51383.64
M,THANE,26,18273.87
M,DEWAS,51,1109865.58
M,DELHI,40,46185.36
M,DARBHANGA,31,136.04
M,NEW DELHI,44,36906.21
M,BADDI,35,653.12
F,DELHI,49,348.64
F,DURG,29,547.78
F,COIMBATORE,29,55.93
M,GHAZIABAD,50,3.83
M,SALEM,33,23193.99
M,GURGAON,44,72973.22
F,KANNUR,43,9464.04
M,BURDWAN,33,3588.56
M,DELHI,31,8309.15
M,DELHI,46,717000.6
F,DERA BASSI,47,199968.14
M,SURAT,40,84028.84
M,PRAKASAM,30,11908.04
M,DELHI,33,20211.61
F,AHMEDABAD,43,4777.74
M,DELHI,30,23.07
F,GURGAON,36,47202.6
M,PUNE,43,2972.9
F,DEWAS,53,346600.38
M,HARIDWAR,37,18817.25
M,MUMBAI,31,7945.31
M,DELHI,31,4243.01
M,BANGALORE,28,7970.52
M,BOISAR,38,191.3
M,AHMEDABAD,42,8473.77
M,BANGALORE,36,4677.24
M,NEW DELHI,33,24202.41
M,PATHANKOT,32,49883.28
M,MOHALI,38,221591.7
F,DELHI,33,32159.1
M,SURAT,41,7162.26
M,KOLKATA,75,192278.38
M,PURI,40,11065.15
F,GURGAON,34,18161.22
F,PATHANAMTHITTA,28,1621.28
M,NOIDA,62,21525.24
M,BANGALORE,40,124057.4
F,MOHALI,34,6457.96
M,RANCHI,35,48897.25
F,BANGALORE,33,22749.43
M,BUDAUN,42,2491.18
M,GURGAON,42,5770.26
F,DELHI,32,4372.91
M,THANE,33,2364.38
M,TITWALA EAST,41,10187.89
M,BHILWARA,33,20877.84
M,MUMBAI,35,12356.67
F,DELHI,40,76102.23
M,THANE WEST,35,10447.25
M,GUNTUR,36,11539.43
F,MUMBAI,55,4062.58
M,AHMEDABAD,53,856194.51
M,UDUPI,44,16722.86
F,MUMBAI,49,136293.29
M,NOIDA,41,4551.55
M,GURGAON,40,34798.57
M,COIMBATORE,38,19548.28
M,ADILABAD,39,28706.01
M,PUNE,31,10301.13
F,GURGAON,34,12232.77
M,HARIDWAR,63,10906.71
M,MUZAFFARPUR,37,6417.26
M,MUMBAI,34,50925.43
M,BANGA,41,6516.54
F,DELHI,44,43653.59
M,BADLAPUR EAST (THANE),37,79803.67
M,SIRMAUR,42,11264.6
M,MUMBAI-THANE,51,276180.61
M,SAMASTIPUR,31,32.85
M,INDORE,37,328018.45
M,THANE,38,114018.71
M,DEHRADUN,52,15925.96
M,JAMSHEDPUR,33,4395.56
M,FARIDABAD,33,6319.97
M,BANGALORE,39,2317.32
M,ALIGARH,55,1509.41
M,GURGAON,42,27779.83
M,SOLAPUR,31,10606.53
M,NEW DELHI,32,6938.68
M,NAVI MUMBAI,34,122583.58
M,MODI NAGAR,36,19651.65
M,LUCKNOW,57,99370.74
M,TIRUPPUR,33,240400.52
M,LUCKNOW,29,623121.62
M,KANPUR,39,13693.02
F,BANGALORE,32,4510.43
F,SOLAPUR,27,8498.45
M,JAMMU,42,45476.36
M,VADODARA,39,7340.06
F,CHENNAI,35,8819.03
M,MUMBAI,32,66.46
F,GHAZIABAD,40,3857.53
M,BHOPAL,40,2997.51
M,FARIDABAD,29,2251.82
M,MUMBAI,38,612.29
M,GANDHIDHAM,30,3.97
M,JAIPUR,38,5658.69
F,MUMBAI,30,501722.44
M,NELLORE,46,413.62
M,VADODARA,38,236.93
M,GHAZIABAD,57,82380.93
M,KANPUR,42,24176.81
M,LUDHIANA,32,15629.71
M,BANGALORE,39,121873.34
M,HOSUR,45,37720.3
M,JAIPUR,36,39097.8
M,GURGAON,30,5895.09
F,BANGALORE,27,1558.75
F,KOLKATA,75,16581.14
F,FARIDABAD,32,5697.37
M,NEW DELHI,39,29358.82
M,JAIPUR,31,2825.15
M,GUWAHATI,69,85422.51
F,PUNE,32,4491.63
M,MUMBAI,38,24197.1
M,JAIPUR,36,16998.2
M,JAIPUR,52,62057.26
M,ANDHERI W MUMBAI,32,123.27
F,NAVI MUMBAI,39,1031.04
F,GURGAON,30,6657.37
M,PATNA,33,1.67
M,CHENNAI,57,11361.35
F,SONIPAT,35,35449.66
M,NOIDA,55,20881.8
F,BIRBHUM,33,34.2
M,HYDERABAD,34,18240.04
M,SILIGURI,58,189391.13
M,VARANASI,36,14021.96
M,GURGAON,40,31284.77
M,KOLHAPUR,42,13264.04
M,ABU DHABI,45,929317.38
M,BENGALURU,33,1772.06
M,BANGALORE,33,16055.04
M,MUMBAI,46,52314.37
M,NEW DELHI,44,26342.18
F,KOTA,58,6643.04
M,SCHOOL SIBSAGAR,31,93.15
M,FAZILKA,28,8418.07
F,SAS NAGAR,35,2601.23
F,DELHI,36,1004771.19
M,NEW DELHI,50,20145.07
F,HARIDWAR,32,23.41
F,AGARTALA,73,11889.56
M,DELHI,44,55227.67
M,GREATER NOIDA,53,10797.53
F,UDAIPUR,42,69773.89
F,BANGALORE,30,10369.83
M,RAIGARH,42,3384.69
F,BARIATU ROAD RANCHI RANCHI,40,24792.91
F,PUNE,32,4669.97
M,BURDWAN,35,783.33
F,GURGAON,38,4615.65
F,DELHI,50,10977.1
M,AURANGABAD,38,117878.7
M,HYDERABAD,39,3683.15
M,DERA BASSI,28,484.32
F,BHILWARA,51,105132.78
M,PUNE,31,73132.02
M,MUMBAI,45,863486.95
M,INDORE,36,23490.15
F,GURGAON,28,10982.58
M,BILASPUR,42,90126.83
F,DELHI,39,17279.04
M,BHIWADI,37,19510.58
M,AMRITSAR,33,122559.84
F,JAYANAGAR BANGALORE,37,68.72
F,COIMBATORE,32,2259.99
F,THANE,44,3029.9
M,BANGALORE,32,28587.33
M,THANE,39,3439001.78
M,HYDERABAD,36,6218.93
M,PUNE,39,24856.76
F,NASHIK ROAD NASHIK,70,3507.66
M,JAMSHEDPUR,42,3047.15
M,NEW DELHI,37,20569.94
M,NEW DELHI,50,16243.17
M,BANGALORE,40,662427.02
M,CHINSURAH,38,13416.74
M,KOLKATA,48,5627.73
F,THODUPUZHA IDUKKI,39,3729.53
M,VIRAR EAST,43,40493.71
M,NEW DELHI,38,162020.77
M,DELHI,34,12559.32
M,KOTA,36,10836.41
M,NAVI MUMBAI,32,322.27
F,NEW DELHI,53,64700.92
M,MUMBAI,30,92.49
M,MORADABAD,41,152659.53
M,JUNAGADH,35,15395.7
M,THANE,52,7991.33
F,MUMBAI,30,11473.82
F,GURGAON,30,13182.11
F,AHMEDABAD,33,18148.06
M,HIGH STREET PHOENIX MUMBAI,47,127325.7
F,MUMBAI,29,58748.34
M,GURGAON,40,248844.89
M,MUMBAI,34,4825.28
M,GREATER NOIDA,33,0.0
M,PUNE,32,15040.23
M,JAIPUR,34,41909.64
M,GWALIOR,32,21335.03
M,MASHACHA PADA DIST -THANE,34,4012.46
F,BHINMAL,41,10763.51
M,BANGALORE,86,10210.33
M,BALLIA,33,50032.83
M,MADURAI,34,13243.09
M,VILLUPURAM,26,15348.07
M,JAGDALPUR,41,17546.17
M,AHMEDABAD,29,8.36
M,MANGALORE,36,23011.15
M,GHAZIABAD,34,10721.2
M,NEW DELHI,33,63185.47
M,GURGAON,49,15631.18
M,THANE,32,13107.63
M,GHAZIABAD,32,4840.52
M,VISAKHAPATNAM,37,25.96
M,NAVI MUMBAI,55,7504.43
M,HAYATPUR RURKI,39,294.15
M,AHMEDABAD,42,9983.48
M,AMBALA CANTT,32,300205.93
F,AIZAWL,29,160.6
M,SAHARANPUR,26,6690.27
M,NEW DELHI,47,7291.85
M,YAVATMAL,29,3899.68
M,SURAT,34,1949.73
M,DELHI,30,248.55
M,AHMEDABAD,38,29243.51
M,GURGAON,37,291902.42
M,GURGAON,38,7978.39
M,BADLAPUR EAST,36,33183.16
M,MUMBAI,30,52719.83
M,SECUNDERABAD,43,33484.21
M,NEW DELHI,39,60749.79
F,CUTTACK,27,70471.52
M,MUKTSAR,31,9240.73
M,VISAKHAPATNAM,33,4221.72
M,MUMBAI,22,961.07
M,RAJKOT,40,6980.4
M,SONIPAT,27,4387.19
M,SILVASSA,37,501227.08
F,ROURKELA,28,5882.21
M,SHIMLA,32,621714.29
M,CHITRAKOOT MARG JAIPUR,35,91471.0
M,BANGALORE,46,9319.03
M,RAJKOT,34,169175.03
M,AMRAVATI,39,23550.5
M,PATIALA,72,0.0
F,FARIDABAD,54,101157.48
M,HOSUR,29,25.64
F,KOLHAPUR,29,435.01
M,PUNE,38,20869.67
M,MUMBAI,25,824.02
M,PUNE,41,517123.99
M,KRISHNA,73,44229.75
F,GURGAON,33,106737.64
M,NASHIK,43,13448.11
M,GURGAON,30,55903.97
M,NOIDA,33,1.59
M,NAVI MUMBAI,37,13483.57
F,GURGAON,30,19275.07
M,DELHI,34,30062.07
F,ADILABAD,33,3018.19
M,CHENNAI,51,27562.6
M,NAVI MUMBAI,45,5746.97
M,NAVI MUMBAI,38,29000.54
F,BANGALORE,32,193637.84
M,DURGAPUR,39,82000.0
M,NEW DELHI,35,8945.23
F,CHHINDWARA,41,122344.08
M,NIZAMABAD,29,10814.4
M,AMRITSAR,64,22131.93
M,FARIDABAD,59,26890.52
F,CHENNAI,29,80.88
M,PUNE,39,101097.58
M,GUNTUR,34,7802.61
M,CUDDALORE,29,3933.18
M,PANCHKULA,45,109751.16
M,KOLKATA,38,12085.78
M,GHAZIABAD,40,17827.18
M,MUNICH,44,229556.36
M,CHENNAI,34,2572.56
M,SHEIKHPURA,31,1334.27
F,MORADABAD,39,10857.09
M,THRISSUR,56,11390.52
M,KOLKATA,44,1877.83
M,NAGPUR,32,58.0
M,ROHTAK,24,25482.91
F,KAPURTHALA,35,24001.65
F,MUMBAI,31,17403.51
M,MUMBAI,59,31698.36
M,DELHI,32,7350.45
F,MUMBAI,27,11232.38
M,NOIDA,32,2787.49
F,GURGAON,30,9740.41
M,MUMBAI,38,18971.66
M,GWALIOR,36,12019.33
F,HARIDWAR,41,699206.15
M,CHENNAI,43,27550.9
M,MUMBAI,35,25000.01
F,THANE,53,34506.18
F,PANCHKULA,34,50771.7
M,MUMBAI,44,105059.61
M,DHANBAD,41,8420.77
M,GUNTUR,30,7556.49
M,SOUTH 24 PARGANAS,57,36622.1
M,CORPORATION VIRAR THANE,32,57938.34
M,HYDERABAD,33,699.78
M,MUMBAI,48,11590.68
F,DELHI,37,113968.81
M,DELHI,50,1589.32
M,TIRUVALLUR,30,15533.18
M,MUMBAI,31,5664.4
M,MEERUT,51,31830.14
M,SOLAN,40,579217.61
M,MUMBAI,45,1428451.86
M,MUMBAI,63,35595.68
M,AMRELI,30,14851.93
M,NELLORE,43,615997.09
F,KOLKATA,30,20256.53
M,24 AND 25A GURGAON,33,14445.27
M,MEERUT,44,21515.55
F,AGARTALA,43,417104.51
F,MYSORE,47,47386.92
F,LUCKNOW,35,72571.98
M,MIRZAPAR,36,6850.01
M,SURAT,29,11033.52
M,SAHIBABAD,43,8316.56
M,BANGALORE,28,20691.62
M,AURANGABAD,28,33.28
F,AHMEDABAD,48,30377.57
M,NOIDA,41,142016.78
F,GURGAON,29,27463.12
M,KOPARKHAIRANE NAVI MUMBAI,35,14102.34
M,JAMMU,64,10372.11
F,ELURU,28,4437.06
M,GWALIOR,32,90.22
M,SRIKAKULAM,34,14732.74
M,GURGAON,31,28879.37
F,(EAST) THANE,41,8113.37
M,E MUMBAI,39,4792.95
M,UDAIPUR,35,105.13
M,VISAKHAPATNAM,45,364989.74
M,BANGALORE,32,3187.54
F,DELHI,31,7401.01
M,JAIPUR,71,377432.81
M,JEHANGIR HOSPITAL PUNE,35,9968.24
M,DELHI,33,15164.05
M,PUNE,48,30675.72
M,MUMBAI,32,25108.0
M,THANE,31,34771.5
M,BANGALORE,34,60.55
M,AHMEDABAD,56,244860.84
F,SONEPAT,48,28978.29
M,CHHINDWARA,45,533569.04
M,VISAKHAPATNAM,37,4.42
M,NEW DELHI,45,11083.45
M,SRINGERI,28,1744.02
F,OMAXE GURGAON,35,19444.95
M,PUNE,44,44821.25
M,GHAZIABAD,57,1434408.7
M,PAKHADI KANDIVALI WEST MUMBAI,47,12238.6
F,DELHI,54,84344.86
M,BANGALORE,47,945763.77
M,NOIDA,29,0.78
M,NAGAON,36,3593.07
M,THANE,31,1511.83
M,NOIDA,32,4660.4
M,OPP ALLAHABAD BANK MUMBAI,38,25663.02
M,NOIDA,40,42648.69
M,NAVI MUMBAI,36,496833.7
M,THANE,35,7601.3
M,COIMBATORE,34,20026.49
F,JAIPUR,35,14777.91
F,AHMEDABAD,45,10057.83
M,LUCKNOW,30,6570.17
M,SUMERPUR,28,5284.71
F,THANE,38,114598.13
F,SOLAN,32,25166.71
M,GURGAON,34,69.8
M,AHMEDNAGAR,34,21911.14
M,MUMBAI,33,128975.84
M,AHMEDABAD,33,13618.46
F,ALWAR,31,76987.88
M,HYDERABAD,52,73754.85
M,SOLAPUR,30,0.0
F,LUCKNOW,35,5155.7
F,MUMBAI,37,110818.86
M,MUMBAI,34,11527.86
M,BANGALORE,52,32213.44
M,BANDRA (W),45,20169.81
M,JAIPUR,36,1971.82
M,BHUBANESHWAR,53,282014.97
M,PUNE,27,3924.64
M,MUMBAI,43,37796.05
M,COIMBATORE,38,2663.45
M,HYDERABAD,37,1499.42
M,DELHI,42,9903.5
M,JAMMU,59,32002.3
M,NEW DELHI,52,2925.35
F,THANE,32,28047.92
F,UDAIPUR,39,2167.46
F,AMRITSAR,33,22317.52
M,UDAIPUR,11,172692.69
F,KHURDA,38,28086.06
F,KANPUR,71,2804.78
F,NOIDA,26,3195.78
M,PUNE,31,39608.22
M,JALGAON,37,534.2
F,NEW DELHI,39,8200.58
M,VILUPPURAM,29,5298.62
M,THANE,40,13251.56
M,UDAIPUR,34,12541.92
M,DUBAI,38,135820.79
M,NASHIK,47,44899.27
M,NORTH 24 PARGANAS,41,56718.75
M,MUMBAI,41,103583.2
M,MOGAR,23,5237.19
F,RAJKOT,55,56650.7
M,KOLKATA,39,5870.45
M,KANGHTALI,48,454.59
F,NALGONDA,31,53540.77
M,NAGPUR,35,7519.66
M,JAIPUR,44,21291.15
M,MUMBAI,33,18901.14
M,KOLKATA,40,102254.32
M,GHAZIABAD,34,43000.7
M,PUNE,42,63816.36
M,BEHROR,31,228568.48
M,GHAZIABAD,33,76151.65
M,BANGALORE,28,9826.96
F,BELLARY,35,3399.16
M,DELHI,47,51820.63
F,NEW DELHI,39,12696.92
M,GHAZIABAD,38,44694.53
F,GUWAHATI,31,199.35
F,MORADABAD,46,761.26
M,PURI,35,103755.77
F,NEW DELHI,25,16452.28
M,COIMBATORE,32,4826.45
M,THANE,60,145599.22
M,THANE,35,970.51
F,PUNE,35,56799.28
F,CHENNAI,32,31250.24
F,HAVERI,34,35107.69
M,ULHASNAGAR,34,224087.19
M,GHAZIABAD,33,69237.47
M,KANPUR NAGAR,32,2349.25
M,PUNE,49,110437.86
M,KOTA,38,41643.7
M,JAMMU,45,93664.53
M,NEW DELHI,38,230094.46
M,HYDERABAD,29,44.39
F,PUNE,41,253781.35
M,NEW DELHI,38,51521.96
M,AGRA,36,49.16
F,JAIPUR,52,12284.21
M,MUMBAI,32,41.97
M,THANE,37,94.44
M,ST JOSE DE AREAL,55,20822.21
F,GURGAON,38,86017.22
F,GURGAON,43,307613.05
M,NEW DELHI,35,1361.84
M,DELHI,40,74470.45
M,PATIALA,34,3070.01
M,JALANDHAR,49,101463.01
M,JAIPUR,39,1830.44
M,PALAKKAD,61,142.78
M,CHIRANG,36,150483.25
M,KOLKATA,36,43771.99
M,NOIDA,36,2284.25
M,SULTANPUR,27,258.69
M,MOHALI,34,20113.03
M,THANE,30,3764.77
M,BANGALORE,29,4683.13
M,FARIDABAD,36,32644.48
M,NOIDA,34,18594.29
F,SAMRALA,32,0.0
M,COIMBATORE,38,2614.17
F,EAST GODAVARI,36,2.09
M,DELHI,29,2740.63
F,LUCKNOW,39,32264.14
F,HOWRAH,35,7776.07
M,MUMBAI,30,6581.82
M,MUMBAI,36,750.83
M,MANALI,33,1070.38
F,JAMSHEDPUR,30,19555.86
M,LUCKNOW,42,3580.71
M,JALANDHAR,34,113641.37
M,HYDERABAD,35,1064.5
M,MADURAI,33,12693.72
M,BARIGADE ROAD AREA BANGALORE,39,6918.32
M,BAHADURGARH,30,15011.41
M,GURGAON,32,46769.83
F,NEW DELHI,37,11422.92
F,KOLKATA,47,3794.4
M,DELHI,32,1400.33
M,RAIGAD,32,3810.07
M,ANANTAPUR,30,3823.64
M,BANGALORE,39,35195.01
M,REWA,29,2291.23
M,SURAT,39,55504.33
M,GREATER NOIDA,33,8673.54
M,LUDHIANA,54,1188402.36
M,RUDRAPUR,36,13031.2
M,DELHI,85,28319.92
M,THANE,33,2936.43
F,GURGAON,48,80601.63
M,SITAPUR,32,24293.0
M,NOIDA,34,864.19
M,DELHI,30,18392.16
M,NOIDA,36,1688586.84
M,CHANDIGARH,67,20209.28
M,CUTTACK,32,103368.63
M,MUMBAI,39,109071.93
M,NOIDA,48,148163.14
M,GURGAON,44,5938.53
M,SATARA,35,18952.11
M,PUNE,36,273.94
F,BANGALORE,41,45438.5
M,HARIDWAR,39,8627.59
M,JAMMU,42,29899.28
F,KALANAUR,38,11409.45
F,THANE,35,100777.08
M,DELHI,48,30846.85
M,PUNE,33,277.07
M,NOIDA,43,5937.77
F,MUMBAI,35,157966.0
M,JHANSI,45,52784.88
M,BANGALORE,31,908.12
F,NATHDWARA,54,2165.34
M,EAST GODAVARI,34,20524.67
M,NAGPUR,32,3809.56
M,CHANDIGARH,40,157691.8
F,PILIBHIT,30,2186.63
M,INDORE,29,30805.07
F,MUMBAI,32,1659.99
M,FARIDABAD,47,1946.21
F,AHMEDABAD,41,123741.0
F,NEW DELHI,34,906761.73
F,GURGAON,31,31154.7
M,JAGADHARI,64,114.44
F,MOHALI,50,151919.33
M,ZIRAKPUR,33,1221.18
M,NOIDA,28,224.8
M,NAVI MUMBAI,33,10456.48
M,BARAMATI,42,6919.54
M,THANE,41,19141.63
M,GURGAON,38,45443.47
M,NOIDA,33,32505.47
M,PURI,45,33364.29
M,THANE,35,15691.59
F,GURGAON,27,126502.34
F,NIZAMABAD,31,51779.68
M,MUMBAI,38,799914.56
M,PUNE,34,37692.82
M,AHMEDABAD,50,9083.37
M,DELHI,37,3302.45
M,NOIDA,80,9250.17
F,BANGALORE,40,2152880.7
M,BANGALORE,31,17042.0
M,NOIDA,42,572447.47
M,HAZARIBAGH,31,3077.12
M,JAIPUR,32,2752.35
M,SULTANPUR,28,239.42
M,CHENNAI,63,2592.65
M,VALSAD,32,8003.88
M,KHARAGPUR,31,113.59
F,NAVI MUMBAI,29,8479.01
M,KOLKATA,36,2393.13
M,THANE,70,31746.12
M,CHENNAI,37,16074.77
M,NEW DELHI,34,81248.71
M,BANGALORE,38,133861.88
F,THANE (WEST),39,121943.06
M,NAVI MUMBAI,34,22399.22
M,GURGAON,29,13677.64
F,K V RANGAREDDY,29,18000.24
M,MUMBAI,34,9957.07
F,DELHI,39,27960.05
M,NADIAD,49,847.8
M,MADURAI,34,5380.55
F,MUMBAI,35,1188.0
M,NOIDA,37,64161.19
M,MUMBAI MUMBAI,33,0.31
M,EAST CHAMPARAN,38,13814.12
M,MUMBAI,29,34.14
M,MUMBAI,32,1324.34
M,BAHADURGARH,36,63081.5
M,UDAIPUR,41,350.0
M,PAURI GARHWAL,37,3198.53
F,VISAKHAPATNAM,47,7138.47
F,NOIDA,32,11001.11
M,NOIDA,32,121931.07
M,NIZAMABAD,33,79.61
F,NEW DELHI,29,17350.07
F,CHANDIGARH,32,98845.39
M,EAST THANE,35,2642.05
M,MUMBAI,34,45432.73
M,MUMBAI,33,53831.93
M,GURGAON,41,20644.97
M,JODHPUR,53,12923.68
M,MOHALI,33,675.52
M,NEW DELHI,38,549.99
M,GREATER NOIDA,34,2841.79
F,NOIDA,30,82822.4
F,GURGAON,38,29857.68
M,MARG WORLI MUMBAI,36,155.39
F,DELHI,37,14700.6
M,WARANGAL,31,9742.1
M,NEW DELHI,36,3036.41
F,FAZILKA,45,915.23
F,NAVI MUMBAI,38,11669.43
M,MUMBAI,30,2.67
F,PO JAJARDEWAL PITHORAGARH,28,1846.12
F,AMBALA,37,34445.84
M,BHUBANESWAR,42,55499.74
M,EXTENSION OSHIWARA MUMBAI,41,46159.57
F,GHAZIABAD,37,537246.47
M,MANNHEIM,34,1680396.16
M,VADODARA,38,530606.37
M,BANGALORE HSR LAYOUT,44,326120.98
F,MUMBAI,33,17883.33
M,ALWAR,40,25624.69
F,DELHI,59,81066.76
M,CHENNAI,45,18260.97
M,KAPURTHALA,42,31427.27
M,DELHI,34,58.77
M,PURBA MEDINIPUR,37,161397.89
M,GWALIOR,50,33301.14
M,PUDUKKOTTAI DISTRICT,28,1348.13
F,GUNTUR,33,75.63
M,BANGALORE,32,10109.29
M,KORAMANGALA BANGALORE,38,1933.48
M,VAISHALI VAISHALI,27,3490.86
M,NAVSARI,33,96010.29
M,PAYAL,39,32.83
M,NEW DELHI,29,201.24
F,MUMBAI,27,3302.66
M,NEW DELHI,41,25790.11
F,PANCHMAHALS,30,51191.47
M,JAIPUR,29,1.08
M,AURANGABAD,44,5417.99
M,DELHI,25,9618.07
M,AGARTALA,87,1673.04
M,INDORE,44,46567.09
M,NEW DELHI,50,12001.95
M,MUMBAI,49,1331.82
M,KOZHIKODE,53,38402.28
F,AGRA,33,8504.41
M,HYDERABAD,35,2732.54
F,NOIDA,55,92319.93
M,FARIDABAD,56,375025.93
M,PUNE,41,1157.97
M,MUMBAI,43,43269.18
F,COIMBATORE,32,140857.69
F,BHARUCH,32,8457.59
F,NAVI MUMBAI,41,3225.3
M,NORTH 24 PARGANAS,36,2436.85
M,BANGALORE,42,2224.58
M,PALAKKAD,34,58922.64
M,MUMBAI,29,1155.16
M,SURAT,39,17374.04
M,KOLKATA,57,9549.27
F,JAMSHEDPUR,40,13466.41
M,PANCHKULA,33,27989.75
F,GURGAON,50,97488.18
M,GURGAON,37,232.5
F,MUMBAI,28,28.15
M,UDAIPUR,47,384519.04
F,DELHI,33,3764.58
F,COIMBATORE,37,234910.93
F,GURGAON,31,6478.26
F,PUNE,34,23241.31
F,KANGRA,33,4.46
M,PAURI GARHWAL,29,14439.89
M,AURANGABAD,45,103477.41
M,PANIPAT,38,389482.44
M,SURAT,43,37578.01
M,BARODA,42,6420.32
M,RAIGARH,26,126.97
M,BANGALORE,28,1.63
M,NAVI MUMBAI,34,8587.73
F,MUMBAI,33,14742.11
M,MOHALI,36,2109.77
M,BARIATU ROAD RANCHI RANCHI,29,65.02
M,DELHI,33,162627.19
M,MUMBAI,62,2598.65
M,PUTTUR,35,28022.07
M,GOBI TK,35,797.86
M,DUBAI,41,33429.09
M,NOIDA,50,3391.97
M,LUCKNOW,42,9780.08
M,BILASPUR,37,68.61
F,AGRA,45,145673.64
F,GUNTUR,32,3605.88
M,GURGAON,35,90571.51
M,BAIGUINIM,54,44894.94
F,GURGAON,30,14657.75
M,DELHI,71,207473.37
M,DELHI,34,1.98
M,CHENNAI,32,9.96
M,BANGALORE,32,4556.59
M,JIND,33,21910.85
